,Name,A1,A2,B,X1,X2,X3,X4
1846,NaLiCdF2IBr,Na,Li,Cd,I,Br,F,F
1847,NaLiCdCl2IBr,Na,Li,Cd,I,Br,Cl,Cl
1848,NaLiCoBr2FCl,Na,Li,Co,F,Cl,Br,Br
1849,NaLiCoI2FCl,Na,Li,Co,F,Cl,I,I
1850,NaLiCoCl2FBr,Na,Li,Co,F,Br,Cl,Cl
1851,NaLiCoI2FBr,Na,Li,Co,F,Br,I,I
1852,NaLiCoCl2FI,Na,Li,Co,F,I,Cl,Cl
1853,NaLiCoBr2FI,Na,Li,Co,F,I,Br,Br
1854,NaLiCoBr2ClF,Na,Li,Co,Cl,F,Br,Br
1855,NaLiCoI2ClF,Na,Li,Co,Cl,F,I,I
1856,NaLiCoF2ClBr,Na,Li,Co,Cl,Br,F,F
1857,NaLiCoI2ClBr,Na,Li,Co,Cl,Br,I,I
1858,NaLiCoF2ClI,Na,Li,Co,Cl,I,F,F
1859,NaLiCoBr2ClI,Na,Li,Co,Cl,I,Br,Br
1860,NaLiCoCl2BrF,Na,Li,Co,Br,F,Cl,Cl
1861,NaLiCoI2BrF,Na,Li,Co,Br,F,I,I
1862,NaLiCoF2BrCl,Na,Li,Co,Br,Cl,F,F
1863,NaLiCoI2BrCl,Na,Li,Co,Br,Cl,I,I
1864,NaLiCoF2BrI,Na,Li,Co,Br,I,F,F
1865,NaLiCoCl2BrI,Na,Li,Co,Br,I,Cl,Cl
1866,NaLiCoCl2IF,Na,Li,Co,I,F,Cl,Cl
1867,NaLiCoBr2IF,Na,Li,Co,I,F,Br,Br
1868,NaLiCoF2ICl,Na,Li,Co,I,Cl,F,F
1869,NaLiCoBr2ICl,Na,Li,Co,I,Cl,Br,Br
1870,NaLiCoF2IBr,Na,Li,Co,I,Br,F,F
1871,NaLiCoCl2IBr,Na,Li,Co,I,Br,Cl,Cl
1872,NaLiCrBr2FCl,Na,Li,Cr,F,Cl,Br,Br
1873,NaLiCrI2FCl,Na,Li,Cr,F,Cl,I,I
1874,NaLiCrCl2FBr,Na,Li,Cr,F,Br,Cl,Cl
1875,NaLiCrI2FBr,Na,Li,Cr,F,Br,I,I
1876,NaLiCrCl2FI,Na,Li,Cr,F,I,Cl,Cl
1877,NaLiCrBr2FI,Na,Li,Cr,F,I,Br,Br
1878,NaLiCrBr2ClF,Na,Li,Cr,Cl,F,Br,Br
1879,NaLiCrI2ClF,Na,Li,Cr,Cl,F,I,I
1880,NaLiCrF2ClBr,Na,Li,Cr,Cl,Br,F,F
1881,NaLiCrI2ClBr,Na,Li,Cr,Cl,Br,I,I
1882,NaLiCrF2ClI,Na,Li,Cr,Cl,I,F,F
1883,NaLiCrBr2ClI,Na,Li,Cr,Cl,I,Br,Br
1884,NaLiCrCl2BrF,Na,Li,Cr,Br,F,Cl,Cl
1885,NaLiCrI2BrF,Na,Li,Cr,Br,F,I,I
1886,NaLiCrF2BrCl,Na,Li,Cr,Br,Cl,F,F
1887,NaLiCrI2BrCl,Na,Li,Cr,Br,Cl,I,I
1888,NaLiCrF2BrI,Na,Li,Cr,Br,I,F,F
1889,NaLiCrCl2BrI,Na,Li,Cr,Br,I,Cl,Cl
1890,NaLiCrCl2IF,Na,Li,Cr,I,F,Cl,Cl
1891,NaLiCrBr2IF,Na,Li,Cr,I,F,Br,Br
1892,NaLiCrF2ICl,Na,Li,Cr,I,Cl,F,F
1893,NaLiCrBr2ICl,Na,Li,Cr,I,Cl,Br,Br
1894,NaLiCrF2IBr,Na,Li,Cr,I,Br,F,F
1895,NaLiCrCl2IBr,Na,Li,Cr,I,Br,Cl,Cl
1896,NaLiCuBr2FCl,Na,Li,Cu,F,Cl,Br,Br
1897,NaLiCuI2FCl,Na,Li,Cu,F,Cl,I,I
1898,NaLiCuCl2FBr,Na,Li,Cu,F,Br,Cl,Cl
1899,NaLiCuI2FBr,Na,Li,Cu,F,Br,I,I
1900,NaLiCuCl2FI,Na,Li,Cu,F,I,Cl,Cl
1901,NaLiCuBr2FI,Na,Li,Cu,F,I,Br,Br
1902,NaLiCuBr2ClF,Na,Li,Cu,Cl,F,Br,Br
1903,NaLiCuI2ClF,Na,Li,Cu,Cl,F,I,I
1904,NaLiCuF2ClBr,Na,Li,Cu,Cl,Br,F,F
1905,NaLiCuI2ClBr,Na,Li,Cu,Cl,Br,I,I
1906,NaLiCuF2ClI,Na,Li,Cu,Cl,I,F,F
1907,NaLiCuBr2ClI,Na,Li,Cu,Cl,I,Br,Br
1908,NaLiCuCl2BrF,Na,Li,Cu,Br,F,Cl,Cl
1909,NaLiCuI2BrF,Na,Li,Cu,Br,F,I,I
1910,NaLiCuF2BrCl,Na,Li,Cu,Br,Cl,F,F
1911,NaLiCuI2BrCl,Na,Li,Cu,Br,Cl,I,I
1912,NaLiCuF2BrI,Na,Li,Cu,Br,I,F,F
1913,NaLiCuCl2BrI,Na,Li,Cu,Br,I,Cl,Cl
1914,NaLiCuCl2IF,Na,Li,Cu,I,F,Cl,Cl
1915,NaLiCuBr2IF,Na,Li,Cu,I,F,Br,Br
1916,NaLiCuF2ICl,Na,Li,Cu,I,Cl,F,F
1917,NaLiCuBr2ICl,Na,Li,Cu,I,Cl,Br,Br
1918,NaLiCuF2IBr,Na,Li,Cu,I,Br,F,F
1919,NaLiCuCl2IBr,Na,Li,Cu,I,Br,Cl,Cl
1920,NaLiFeBr2FCl,Na,Li,Fe,F,Cl,Br,Br
1921,NaLiFeI2FCl,Na,Li,Fe,F,Cl,I,I
1922,NaLiFeCl2FBr,Na,Li,Fe,F,Br,Cl,Cl
1923,NaLiFeI2FBr,Na,Li,Fe,F,Br,I,I
1924,NaLiFeCl2FI,Na,Li,Fe,F,I,Cl,Cl
1925,NaLiFeBr2FI,Na,Li,Fe,F,I,Br,Br
1926,NaLiFeBr2ClF,Na,Li,Fe,Cl,F,Br,Br
1927,NaLiFeI2ClF,Na,Li,Fe,Cl,F,I,I
1928,NaLiFeF2ClBr,Na,Li,Fe,Cl,Br,F,F
1929,NaLiFeI2ClBr,Na,Li,Fe,Cl,Br,I,I
1930,NaLiFeF2ClI,Na,Li,Fe,Cl,I,F,F
1931,NaLiFeBr2ClI,Na,Li,Fe,Cl,I,Br,Br
1932,NaLiFeCl2BrF,Na,Li,Fe,Br,F,Cl,Cl
1933,NaLiFeI2BrF,Na,Li,Fe,Br,F,I,I
1934,NaLiFeF2BrCl,Na,Li,Fe,Br,Cl,F,F
1935,NaLiFeI2BrCl,Na,Li,Fe,Br,Cl,I,I
1936,NaLiFeF2BrI,Na,Li,Fe,Br,I,F,F
1937,NaLiFeCl2BrI,Na,Li,Fe,Br,I,Cl,Cl
1938,NaLiFeCl2IF,Na,Li,Fe,I,F,Cl,Cl
1939,NaLiFeBr2IF,Na,Li,Fe,I,F,Br,Br
1940,NaLiFeF2ICl,Na,Li,Fe,I,Cl,F,F
1941,NaLiFeBr2ICl,Na,Li,Fe,I,Cl,Br,Br
1942,NaLiFeF2IBr,Na,Li,Fe,I,Br,F,F
1943,NaLiFeCl2IBr,Na,Li,Fe,I,Br,Cl,Cl
1944,NaLiMgBr2FCl,Na,Li,Mg,F,Cl,Br,Br
1945,NaLiMgI2FCl,Na,Li,Mg,F,Cl,I,I
1946,NaLiMgCl2FBr,Na,Li,Mg,F,Br,Cl,Cl
1947,NaLiMgI2FBr,Na,Li,Mg,F,Br,I,I
1948,NaLiMgCl2FI,Na,Li,Mg,F,I,Cl,Cl
1949,NaLiMgBr2FI,Na,Li,Mg,F,I,Br,Br
1950,NaLiMgBr2ClF,Na,Li,Mg,Cl,F,Br,Br
1951,NaLiMgI2ClF,Na,Li,Mg,Cl,F,I,I
1952,NaLiMgF2ClBr,Na,Li,Mg,Cl,Br,F,F
1953,NaLiMgI2ClBr,Na,Li,Mg,Cl,Br,I,I
1954,NaLiMgF2ClI,Na,Li,Mg,Cl,I,F,F
1955,NaLiMgBr2ClI,Na,Li,Mg,Cl,I,Br,Br
1956,NaLiMgCl2BrF,Na,Li,Mg,Br,F,Cl,Cl
1957,NaLiMgI2BrF,Na,Li,Mg,Br,F,I,I
1958,NaLiMgF2BrCl,Na,Li,Mg,Br,Cl,F,F
1959,NaLiMgI2BrCl,Na,Li,Mg,Br,Cl,I,I
1960,NaLiMgF2BrI,Na,Li,Mg,Br,I,F,F
1961,NaLiMgCl2BrI,Na,Li,Mg,Br,I,Cl,Cl
1962,NaLiMgCl2IF,Na,Li,Mg,I,F,Cl,Cl
1963,NaLiMgBr2IF,Na,Li,Mg,I,F,Br,Br
1964,NaLiMgF2ICl,Na,Li,Mg,I,Cl,F,F
1965,NaLiMgBr2ICl,Na,Li,Mg,I,Cl,Br,Br
1966,NaLiMgF2IBr,Na,Li,Mg,I,Br,F,F
1967,NaLiMgCl2IBr,Na,Li,Mg,I,Br,Cl,Cl
1968,NaLiMnBr2FCl,Na,Li,Mn,F,Cl,Br,Br
1969,NaLiMnI2FCl,Na,Li,Mn,F,Cl,I,I
1970,NaLiMnCl2FBr,Na,Li,Mn,F,Br,Cl,Cl
1971,NaLiMnI2FBr,Na,Li,Mn,F,Br,I,I
1972,NaLiMnCl2FI,Na,Li,Mn,F,I,Cl,Cl
1973,NaLiMnBr2FI,Na,Li,Mn,F,I,Br,Br
1974,NaLiMnBr2ClF,Na,Li,Mn,Cl,F,Br,Br
1975,NaLiMnI2ClF,Na,Li,Mn,Cl,F,I,I
1976,NaLiMnF2ClBr,Na,Li,Mn,Cl,Br,F,F
1977,NaLiMnI2ClBr,Na,Li,Mn,Cl,Br,I,I
1978,NaLiMnF2ClI,Na,Li,Mn,Cl,I,F,F
1979,NaLiMnBr2ClI,Na,Li,Mn,Cl,I,Br,Br
1980,NaLiMnCl2BrF,Na,Li,Mn,Br,F,Cl,Cl
1981,NaLiMnI2BrF,Na,Li,Mn,Br,F,I,I
1982,NaLiMnF2BrCl,Na,Li,Mn,Br,Cl,F,F
1983,NaLiMnI2BrCl,Na,Li,Mn,Br,Cl,I,I
1984,NaLiMnF2BrI,Na,Li,Mn,Br,I,F,F
1985,NaLiMnCl2BrI,Na,Li,Mn,Br,I,Cl,Cl
1986,NaLiMnCl2IF,Na,Li,Mn,I,F,Cl,Cl
1987,NaLiMnBr2IF,Na,Li,Mn,I,F,Br,Br
1988,NaLiMnF2ICl,Na,Li,Mn,I,Cl,F,F
1989,NaLiMnBr2ICl,Na,Li,Mn,I,Cl,Br,Br
1990,NaLiMnF2IBr,Na,Li,Mn,I,Br,F,F
1991,NaLiMnCl2IBr,Na,Li,Mn,I,Br,Cl,Cl
1992,NaLiNiBr2FCl,Na,Li,Ni,F,Cl,Br,Br
1993,NaLiNiI2FCl,Na,Li,Ni,F,Cl,I,I
1994,NaLiNiCl2FBr,Na,Li,Ni,F,Br,Cl,Cl
1995,NaLiNiI2FBr,Na,Li,Ni,F,Br,I,I
1996,NaLiNiCl2FI,Na,Li,Ni,F,I,Cl,Cl
1997,NaLiNiBr2FI,Na,Li,Ni,F,I,Br,Br
1998,NaLiNiBr2ClF,Na,Li,Ni,Cl,F,Br,Br
1999,NaLiNiI2ClF,Na,Li,Ni,Cl,F,I,I
2000,NaLiNiF2ClBr,Na,Li,Ni,Cl,Br,F,F
2001,NaLiNiI2ClBr,Na,Li,Ni,Cl,Br,I,I
2002,NaLiNiF2ClI,Na,Li,Ni,Cl,I,F,F
2003,NaLiNiBr2ClI,Na,Li,Ni,Cl,I,Br,Br
2004,NaLiNiCl2BrF,Na,Li,Ni,Br,F,Cl,Cl
2005,NaLiNiI2BrF,Na,Li,Ni,Br,F,I,I
2006,NaLiNiF2BrCl,Na,Li,Ni,Br,Cl,F,F
2007,NaLiNiI2BrCl,Na,Li,Ni,Br,Cl,I,I
2008,NaLiNiF2BrI,Na,Li,Ni,Br,I,F,F
2009,NaLiNiCl2BrI,Na,Li,Ni,Br,I,Cl,Cl
2010,NaLiNiCl2IF,Na,Li,Ni,I,F,Cl,Cl
2011,NaLiNiBr2IF,Na,Li,Ni,I,F,Br,Br
2012,NaLiNiF2ICl,Na,Li,Ni,I,Cl,F,F
2013,NaLiNiBr2ICl,Na,Li,Ni,I,Cl,Br,Br
2014,NaLiNiF2IBr,Na,Li,Ni,I,Br,F,F
2015,NaLiNiCl2IBr,Na,Li,Ni,I,Br,Cl,Cl
2016,Na2GeBr2FCl,Na,Na,Ge,F,Cl,Br,Br
2017,Na2GeI2FCl,Na,Na,Ge,F,Cl,I,I
2018,Na2GeCl2FBr,Na,Na,Ge,F,Br,Cl,Cl
2019,Na2GeI2FBr,Na,Na,Ge,F,Br,I,I
2020,Na2GeCl2FI,Na,Na,Ge,F,I,Cl,Cl
2021,Na2GeBr2FI,Na,Na,Ge,F,I,Br,Br
2022,Na2GeBr2ClF,Na,Na,Ge,Cl,F,Br,Br
2023,Na2GeI2ClF,Na,Na,Ge,Cl,F,I,I
2024,Na2GeF2ClBr,Na,Na,Ge,Cl,Br,F,F
2025,Na2GeI2ClBr,Na,Na,Ge,Cl,Br,I,I
2026,Na2GeF2ClI,Na,Na,Ge,Cl,I,F,F
2027,Na2GeBr2ClI,Na,Na,Ge,Cl,I,Br,Br
2028,Na2GeCl2BrF,Na,Na,Ge,Br,F,Cl,Cl
2029,Na2GeI2BrF,Na,Na,Ge,Br,F,I,I
2030,Na2GeF2BrCl,Na,Na,Ge,Br,Cl,F,F
2031,Na2GeI2BrCl,Na,Na,Ge,Br,Cl,I,I
2032,Na2GeF2BrI,Na,Na,Ge,Br,I,F,F
2033,Na2GeCl2BrI,Na,Na,Ge,Br,I,Cl,Cl
2034,Na2GeCl2IF,Na,Na,Ge,I,F,Cl,Cl
2035,Na2GeBr2IF,Na,Na,Ge,I,F,Br,Br
2036,Na2GeF2ICl,Na,Na,Ge,I,Cl,F,F
2037,Na2GeBr2ICl,Na,Na,Ge,I,Cl,Br,Br
2038,Na2GeF2IBr,Na,Na,Ge,I,Br,F,F
2039,Na2GeCl2IBr,Na,Na,Ge,I,Br,Cl,Cl
2040,Na2SnBr2FCl,Na,Na,Sn,F,Cl,Br,Br
2041,Na2SnI2FCl,Na,Na,Sn,F,Cl,I,I
2042,Na2SnCl2FBr,Na,Na,Sn,F,Br,Cl,Cl
2043,Na2SnI2FBr,Na,Na,Sn,F,Br,I,I
2044,Na2SnCl2FI,Na,Na,Sn,F,I,Cl,Cl
2045,Na2SnBr2FI,Na,Na,Sn,F,I,Br,Br
2046,Na2SnBr2ClF,Na,Na,Sn,Cl,F,Br,Br
2047,Na2SnI2ClF,Na,Na,Sn,Cl,F,I,I
2048,Na2SnF2ClBr,Na,Na,Sn,Cl,Br,F,F
2049,Na2SnI2ClBr,Na,Na,Sn,Cl,Br,I,I
2050,Na2SnF2ClI,Na,Na,Sn,Cl,I,F,F
2051,Na2SnBr2ClI,Na,Na,Sn,Cl,I,Br,Br
2052,Na2SnCl2BrF,Na,Na,Sn,Br,F,Cl,Cl
2053,Na2SnI2BrF,Na,Na,Sn,Br,F,I,I
2054,Na2SnF2BrCl,Na,Na,Sn,Br,Cl,F,F
2055,Na2SnI2BrCl,Na,Na,Sn,Br,Cl,I,I
2056,Na2SnF2BrI,Na,Na,Sn,Br,I,F,F
2057,Na2SnCl2BrI,Na,Na,Sn,Br,I,Cl,Cl
2058,Na2SnCl2IF,Na,Na,Sn,I,F,Cl,Cl
2059,Na2SnBr2IF,Na,Na,Sn,I,F,Br,Br
2060,Na2SnF2ICl,Na,Na,Sn,I,Cl,F,F
2061,Na2SnBr2ICl,Na,Na,Sn,I,Cl,Br,Br
2062,Na2SnF2IBr,Na,Na,Sn,I,Br,F,F
2063,Na2SnCl2IBr,Na,Na,Sn,I,Br,Cl,Cl
2064,Na2PbBr2FCl,Na,Na,Pb,F,Cl,Br,Br
2065,Na2PbI2FCl,Na,Na,Pb,F,Cl,I,I
2066,Na2PbCl2FBr,Na,Na,Pb,F,Br,Cl,Cl
2067,Na2PbI2FBr,Na,Na,Pb,F,Br,I,I
2068,Na2PbCl2FI,Na,Na,Pb,F,I,Cl,Cl
2069,Na2PbBr2FI,Na,Na,Pb,F,I,Br,Br
2070,Na2PbBr2ClF,Na,Na,Pb,Cl,F,Br,Br
2071,Na2PbI2ClF,Na,Na,Pb,Cl,F,I,I
2072,Na2PbF2ClBr,Na,Na,Pb,Cl,Br,F,F
2073,Na2PbI2ClBr,Na,Na,Pb,Cl,Br,I,I
2074,Na2PbF2ClI,Na,Na,Pb,Cl,I,F,F
2075,Na2PbBr2ClI,Na,Na,Pb,Cl,I,Br,Br
2076,Na2PbCl2BrF,Na,Na,Pb,Br,F,Cl,Cl
2077,Na2PbI2BrF,Na,Na,Pb,Br,F,I,I
2078,Na2PbF2BrCl,Na,Na,Pb,Br,Cl,F,F
2079,Na2PbI2BrCl,Na,Na,Pb,Br,Cl,I,I
2080,Na2PbF2BrI,Na,Na,Pb,Br,I,F,F
2081,Na2PbCl2BrI,Na,Na,Pb,Br,I,Cl,Cl
2082,Na2PbCl2IF,Na,Na,Pb,I,F,Cl,Cl
2083,Na2PbBr2IF,Na,Na,Pb,I,F,Br,Br
2084,Na2PbF2ICl,Na,Na,Pb,I,Cl,F,F
2085,Na2PbBr2ICl,Na,Na,Pb,I,Cl,Br,Br
2086,Na2PbF2IBr,Na,Na,Pb,I,Br,F,F
2087,Na2PbCl2IBr,Na,Na,Pb,I,Br,Cl,Cl
2088,Na2BaBr2FCl,Na,Na,Ba,F,Cl,Br,Br
2089,Na2BaI2FCl,Na,Na,Ba,F,Cl,I,I
2090,Na2BaCl2FBr,Na,Na,Ba,F,Br,Cl,Cl
2091,Na2BaI2FBr,Na,Na,Ba,F,Br,I,I
2092,Na2BaCl2FI,Na,Na,Ba,F,I,Cl,Cl
2093,Na2BaBr2FI,Na,Na,Ba,F,I,Br,Br
2094,Na2BaBr2ClF,Na,Na,Ba,Cl,F,Br,Br
2095,Na2BaI2ClF,Na,Na,Ba,Cl,F,I,I
2096,Na2BaF2ClBr,Na,Na,Ba,Cl,Br,F,F
2097,Na2BaI2ClBr,Na,Na,Ba,Cl,Br,I,I
2098,Na2BaF2ClI,Na,Na,Ba,Cl,I,F,F
2099,Na2BaBr2ClI,Na,Na,Ba,Cl,I,Br,Br
2100,Na2BaCl2BrF,Na,Na,Ba,Br,F,Cl,Cl
2101,Na2BaI2BrF,Na,Na,Ba,Br,F,I,I
2102,Na2BaF2BrCl,Na,Na,Ba,Br,Cl,F,F
2103,Na2BaI2BrCl,Na,Na,Ba,Br,Cl,I,I
2104,Na2BaF2BrI,Na,Na,Ba,Br,I,F,F
2105,Na2BaCl2BrI,Na,Na,Ba,Br,I,Cl,Cl
2106,Na2BaCl2IF,Na,Na,Ba,I,F,Cl,Cl
2107,Na2BaBr2IF,Na,Na,Ba,I,F,Br,Br
2108,Na2BaF2ICl,Na,Na,Ba,I,Cl,F,F
2109,Na2BaBr2ICl,Na,Na,Ba,I,Cl,Br,Br
2110,Na2BaF2IBr,Na,Na,Ba,I,Br,F,F
2111,Na2BaCl2IBr,Na,Na,Ba,I,Br,Cl,Cl
2112,Na2ZnBr2FCl,Na,Na,Zn,F,Cl,Br,Br
2113,Na2ZnI2FCl,Na,Na,Zn,F,Cl,I,I
2114,Na2ZnCl2FBr,Na,Na,Zn,F,Br,Cl,Cl
2115,Na2ZnI2FBr,Na,Na,Zn,F,Br,I,I
2116,Na2ZnCl2FI,Na,Na,Zn,F,I,Cl,Cl
2117,Na2ZnBr2FI,Na,Na,Zn,F,I,Br,Br
2118,Na2ZnBr2ClF,Na,Na,Zn,Cl,F,Br,Br
2119,Na2ZnI2ClF,Na,Na,Zn,Cl,F,I,I
2120,Na2ZnF2ClBr,Na,Na,Zn,Cl,Br,F,F
2121,Na2ZnI2ClBr,Na,Na,Zn,Cl,Br,I,I
2122,Na2ZnF2ClI,Na,Na,Zn,Cl,I,F,F
2123,Na2ZnBr2ClI,Na,Na,Zn,Cl,I,Br,Br
2124,Na2ZnCl2BrF,Na,Na,Zn,Br,F,Cl,Cl
2125,Na2ZnI2BrF,Na,Na,Zn,Br,F,I,I
2126,Na2ZnF2BrCl,Na,Na,Zn,Br,Cl,F,F
2127,Na2ZnI2BrCl,Na,Na,Zn,Br,Cl,I,I
2128,Na2ZnF2BrI,Na,Na,Zn,Br,I,F,F
2129,Na2ZnCl2BrI,Na,Na,Zn,Br,I,Cl,Cl
2130,Na2ZnCl2IF,Na,Na,Zn,I,F,Cl,Cl
2131,Na2ZnBr2IF,Na,Na,Zn,I,F,Br,Br
2132,Na2ZnF2ICl,Na,Na,Zn,I,Cl,F,F
2133,Na2ZnBr2ICl,Na,Na,Zn,I,Cl,Br,Br
2134,Na2ZnF2IBr,Na,Na,Zn,I,Br,F,F
2135,Na2ZnCl2IBr,Na,Na,Zn,I,Br,Cl,Cl
2136,Na2CaBr2FCl,Na,Na,Ca,F,Cl,Br,Br
2137,Na2CaI2FCl,Na,Na,Ca,F,Cl,I,I
2138,Na2CaCl2FBr,Na,Na,Ca,F,Br,Cl,Cl
2139,Na2CaI2FBr,Na,Na,Ca,F,Br,I,I
2140,Na2CaCl2FI,Na,Na,Ca,F,I,Cl,Cl
2141,Na2CaBr2FI,Na,Na,Ca,F,I,Br,Br
2142,Na2CaBr2ClF,Na,Na,Ca,Cl,F,Br,Br
2143,Na2CaI2ClF,Na,Na,Ca,Cl,F,I,I
2144,Na2CaF2ClBr,Na,Na,Ca,Cl,Br,F,F
2145,Na2CaI2ClBr,Na,Na,Ca,Cl,Br,I,I
2146,Na2CaF2ClI,Na,Na,Ca,Cl,I,F,F
2147,Na2CaBr2ClI,Na,Na,Ca,Cl,I,Br,Br
2148,Na2CaCl2BrF,Na,Na,Ca,Br,F,Cl,Cl
2149,Na2CaI2BrF,Na,Na,Ca,Br,F,I,I
2150,Na2CaF2BrCl,Na,Na,Ca,Br,Cl,F,F
2151,Na2CaI2BrCl,Na,Na,Ca,Br,Cl,I,I
2152,Na2CaF2BrI,Na,Na,Ca,Br,I,F,F
2153,Na2CaCl2BrI,Na,Na,Ca,Br,I,Cl,Cl
2154,Na2CaCl2IF,Na,Na,Ca,I,F,Cl,Cl
2155,Na2CaBr2IF,Na,Na,Ca,I,F,Br,Br
2156,Na2CaF2ICl,Na,Na,Ca,I,Cl,F,F
2157,Na2CaBr2ICl,Na,Na,Ca,I,Cl,Br,Br
2158,Na2CaF2IBr,Na,Na,Ca,I,Br,F,F
2159,Na2CaCl2IBr,Na,Na,Ca,I,Br,Cl,Cl
2160,Na2CdBr2FCl,Na,Na,Cd,F,Cl,Br,Br
2161,Na2CdI2FCl,Na,Na,Cd,F,Cl,I,I
2162,Na2CdCl2FBr,Na,Na,Cd,F,Br,Cl,Cl
2163,Na2CdI2FBr,Na,Na,Cd,F,Br,I,I
2164,Na2CdCl2FI,Na,Na,Cd,F,I,Cl,Cl
2165,Na2CdBr2FI,Na,Na,Cd,F,I,Br,Br
2166,Na2CdBr2ClF,Na,Na,Cd,Cl,F,Br,Br
2167,Na2CdI2ClF,Na,Na,Cd,Cl,F,I,I
2168,Na2CdF2ClBr,Na,Na,Cd,Cl,Br,F,F
2169,Na2CdI2ClBr,Na,Na,Cd,Cl,Br,I,I
2170,Na2CdF2ClI,Na,Na,Cd,Cl,I,F,F
2171,Na2CdBr2ClI,Na,Na,Cd,Cl,I,Br,Br
2172,Na2CdCl2BrF,Na,Na,Cd,Br,F,Cl,Cl
2173,Na2CdI2BrF,Na,Na,Cd,Br,F,I,I
2174,Na2CdF2BrCl,Na,Na,Cd,Br,Cl,F,F
2175,Na2CdI2BrCl,Na,Na,Cd,Br,Cl,I,I
2176,Na2CdF2BrI,Na,Na,Cd,Br,I,F,F
2177,Na2CdCl2BrI,Na,Na,Cd,Br,I,Cl,Cl
2178,Na2CdCl2IF,Na,Na,Cd,I,F,Cl,Cl
2179,Na2CdBr2IF,Na,Na,Cd,I,F,Br,Br
2180,Na2CdF2ICl,Na,Na,Cd,I,Cl,F,F
2181,Na2CdBr2ICl,Na,Na,Cd,I,Cl,Br,Br
2182,Na2CdF2IBr,Na,Na,Cd,I,Br,F,F
2183,Na2CdCl2IBr,Na,Na,Cd,I,Br,Cl,Cl
2184,Na2CoBr2FCl,Na,Na,Co,F,Cl,Br,Br
2185,Na2CoI2FCl,Na,Na,Co,F,Cl,I,I
2186,Na2CoCl2FBr,Na,Na,Co,F,Br,Cl,Cl
2187,Na2CoI2FBr,Na,Na,Co,F,Br,I,I
2188,Na2CoCl2FI,Na,Na,Co,F,I,Cl,Cl
2189,Na2CoBr2FI,Na,Na,Co,F,I,Br,Br
2190,Na2CoBr2ClF,Na,Na,Co,Cl,F,Br,Br
2191,Na2CoI2ClF,Na,Na,Co,Cl,F,I,I
2192,Na2CoF2ClBr,Na,Na,Co,Cl,Br,F,F
2193,Na2CoI2ClBr,Na,Na,Co,Cl,Br,I,I
2194,Na2CoF2ClI,Na,Na,Co,Cl,I,F,F
2195,Na2CoBr2ClI,Na,Na,Co,Cl,I,Br,Br
2196,Na2CoCl2BrF,Na,Na,Co,Br,F,Cl,Cl
2197,Na2CoI2BrF,Na,Na,Co,Br,F,I,I
2198,Na2CoF2BrCl,Na,Na,Co,Br,Cl,F,F
2199,Na2CoI2BrCl,Na,Na,Co,Br,Cl,I,I
2200,Na2CoF2BrI,Na,Na,Co,Br,I,F,F
2201,Na2CoCl2BrI,Na,Na,Co,Br,I,Cl,Cl
2202,Na2CoCl2IF,Na,Na,Co,I,F,Cl,Cl
2203,Na2CoBr2IF,Na,Na,Co,I,F,Br,Br
2204,Na2CoF2ICl,Na,Na,Co,I,Cl,F,F
2205,Na2CoBr2ICl,Na,Na,Co,I,Cl,Br,Br
2206,Na2CoF2IBr,Na,Na,Co,I,Br,F,F
2207,Na2CoCl2IBr,Na,Na,Co,I,Br,Cl,Cl
2208,Na2CrBr2FCl,Na,Na,Cr,F,Cl,Br,Br
2209,Na2CrI2FCl,Na,Na,Cr,F,Cl,I,I
2210,Na2CrCl2FBr,Na,Na,Cr,F,Br,Cl,Cl
2211,Na2CrI2FBr,Na,Na,Cr,F,Br,I,I
2212,Na2CrCl2FI,Na,Na,Cr,F,I,Cl,Cl
2213,Na2CrBr2FI,Na,Na,Cr,F,I,Br,Br
2214,Na2CrBr2ClF,Na,Na,Cr,Cl,F,Br,Br
2215,Na2CrI2ClF,Na,Na,Cr,Cl,F,I,I
2216,Na2CrF2ClBr,Na,Na,Cr,Cl,Br,F,F
2217,Na2CrI2ClBr,Na,Na,Cr,Cl,Br,I,I
2218,Na2CrF2ClI,Na,Na,Cr,Cl,I,F,F
2219,Na2CrBr2ClI,Na,Na,Cr,Cl,I,Br,Br
2220,Na2CrCl2BrF,Na,Na,Cr,Br,F,Cl,Cl
2221,Na2CrI2BrF,Na,Na,Cr,Br,F,I,I
2222,Na2CrF2BrCl,Na,Na,Cr,Br,Cl,F,F
2223,Na2CrI2BrCl,Na,Na,Cr,Br,Cl,I,I
2224,Na2CrF2BrI,Na,Na,Cr,Br,I,F,F
2225,Na2CrCl2BrI,Na,Na,Cr,Br,I,Cl,Cl
2226,Na2CrCl2IF,Na,Na,Cr,I,F,Cl,Cl
2227,Na2CrBr2IF,Na,Na,Cr,I,F,Br,Br
2228,Na2CrF2ICl,Na,Na,Cr,I,Cl,F,F
2229,Na2CrBr2ICl,Na,Na,Cr,I,Cl,Br,Br
2230,Na2CrF2IBr,Na,Na,Cr,I,Br,F,F
2231,Na2CrCl2IBr,Na,Na,Cr,I,Br,Cl,Cl
2232,Na2CuBr2FCl,Na,Na,Cu,F,Cl,Br,Br
2233,Na2CuI2FCl,Na,Na,Cu,F,Cl,I,I
2234,Na2CuCl2FBr,Na,Na,Cu,F,Br,Cl,Cl
